from	to	what	count	class	examples	in_ledger
storage-search	observer	src/query/api/query/vector/ob_vector_index_param.h	1	upward-named	src/query/api/query/vector/ob_vector_index_util.h:28 -> src/query/api/query/vector/ob_vector_index_param.h: (include)	no
storage-search	observer	src/query/api/query/vector/ob_vector_query_result.h	1	upward-named	src/observer/vector_index/ob_vector_index_util.cpp:32 -> src/query/api/query/vector/ob_vector_query_result.h: (include)	no
sql-parser-sys	ob-schema	src/share/schema/ob_priv_type.h	1	gone	src/sql/parser/sql_parser_base.h:30 -> src/share/schema/ob_priv_type.h: (from-island)	no
sql-parser-sys	sql-parser	src/sql/parser/ob_parse_simd.cpp	1	upward-named	src/sql/parser/parse_node.c:532 -> src/sql/parser/ob_parse_simd.cpp:204 (from-island)	no
sql-parser-sys	sql	src/sql/ob_trans_character.h	1	gone	src/sql/parser/sql_parser_base.h:31 -> src/sql/ob_trans_character.h: (from-island)	no
sql-parser-sys	pl	src/sql/pl/parser/parse_stmt_item_type.h	1	gone	src/pl/parser/pl_parser_base.h:29 -> src/pl/parser/parse_stmt_item_type.h: (from-island)	no
sql-parser-sys	pl	src/sql/pl/parser/parse_stmt_node.h	1	gone	src/pl/parser/pl_parser_base.h:28 -> src/pl/parser/parse_stmt_node.h: (from-island)	no
sql-session	sql-ir	src/sql/ob_optimizer_trace_impl.h	1	upward-named	src/sql/session/ob_sql_session_info.h:41 -> src/sql/ob_optimizer_trace_impl.h: (include)	no
sql-session	sql-exec	src/query/api/query/command/ob_root_command_service.h	1	upward-named	src/sql/session/ob_sql_session_info.cpp:23 -> src/query/api/query/command/ob_root_command_service.h: (include)	no
sql-session	sql-exec	src/query/api/query/command/ob_root_service_serialization.h	1	upward-named	src/sql/session/ob_sql_session_info.cpp:28 -> src/query/api/query/command/ob_root_service_serialization.h: (include)	no
sql-session	sql-exec	src/query/api/query/ob_i_active_snapshot_service.h	1	upward-named	src/sql/session/ob_sql_session_mgr.h:21 -> src/query/api/query/ob_i_active_snapshot_service.h: (include)	no
sql-session	sql-exec	src/query/api/query/session/ob_free_session_ctx.h	1	upward-named	src/sql/session/ob_sql_session_mgr.h:23 -> src/query/api/query/session/ob_free_session_ctx.h: (include)	no
sql-session	sql-exec	src/sql/engine/ob_exec_context.h	1	upward-named	src/sql/session/ob_system_variable.cpp:22 -> src/sql/engine/ob_exec_context.h: (include)	no
sql-session	sql-exec	src/sql/engine/ob_physical_plan.h	2	upward-named	src/sql/session/ob_basic_session_info.cpp:32 -> src/sql/engine/ob_physical_plan.h: (include); src/sql/session/ob_sys_params_mgr.h:21 -> src/sql/engine/ob_physical_plan.h: (include)	no
sql-session	sql-expr	src/sql/engine/expr/ob_expr_plsql_variable.h	1	upward-named	src/sql/session/ob_system_variable.cpp:25 -> src/sql/engine/expr/ob_expr_plsql_variable.h: (include)	no
sql-session	sql-expr	src/sql/engine/expr/ob_expr_regexp_context.h	1	upward-named	src/sql/session/ob_basic_session_info.cpp:31 -> src/sql/engine/expr/ob_expr_regexp_context.h: (include)	no
sql-session	sql-expr	src/sql/engine/expr/ob_expr_uuid.h	1	upward-named	src/sql/session/ob_system_variable.cpp:26 -> src/sql/engine/expr/ob_expr_uuid.h: (include)	no
sql-session	sql-engine	src/sql/engine/dml/ob_trigger_handler.h	1	upward-named	src/sql/session/ob_sql_session_mgr.cpp:25 -> src/sql/engine/dml/ob_trigger_handler.h: (include)	no
sql-session	sql-parser	src/sql/parser/ob_parser_utils.h	1	upward-named	src/sql/session/ob_basic_session_info.h:52 -> src/sql/parser/ob_parser_utils.h: (include)	no
sql-session	sql-optimizer	src/sql/optimizer/stat/ob_opt_stat_manager.h	1	upward-named	src/sql/session/ob_sql_session_info.cpp:33 -> src/sql/optimizer/stat/ob_opt_stat_manager.h: (include)	no
sql-session	sql	src/sql/monitor/ob_exec_stat.h	1	upward-named	src/sql/session/ob_sql_session_info.h:39 -> src/sql/monitor/ob_exec_stat.h: (include)	no
sql-session	sql	src/sql/monitor/show_trace/ob_show_trace.h	1	upward-named	src/sql/session/ob_basic_session_info.cpp:23 -> src/sql/monitor/show_trace/ob_show_trace.h: (include)	no
sql-session	sql	src/sql/ob_end_trans_callback.h	2	upward-named	src/sql/session/ob_sql_session_info.h:36 -> src/sql/ob_end_trans_callback.h: (include); src/sql/session/ob_sql_session_mgr.h:25 -> src/sql/ob_end_trans_callback.h: (include)	no
sql-session	sql	src/sql/ob_sql_config_provider.h	1	upward-named	src/sql/session/ob_sql_session_info.h:35 -> src/sql/ob_sql_config_provider.h: (include)	no
sql-session	sql	src/sql/ob_sql_context.h	2	upward-named	src/sql/session/ob_basic_session_info.h:49 -> src/sql/ob_sql_context.h: (include); src/sql/session/ob_piece_cache.h:20 -> src/sql/ob_sql_context.h: (include)	no
sql-session	sql	src/sql/ob_sql_trans_util.h	1	upward-named	src/sql/session/ob_basic_session_info.h:50 -> src/sql/ob_sql_trans_util.h: (include)	no
sql-session	sql	src/sql/plan_cache/ob_plan_cache_util.h	1	upward-named	src/sql/session/ob_sql_session_info.h:42 -> src/sql/plan_cache/ob_plan_cache_util.h: (include)	no
sql-session	sql	src/sql/plan_cache/ob_prepare_stmt_struct.h	1	upward-named	src/sql/session/ob_basic_session_info.cpp:25 -> src/sql/plan_cache/ob_prepare_stmt_struct.h: (include)	no
sql-session	sql	src/sql/plan_cache/ob_ps_cache.h	1	upward-named	src/sql/session/ob_sql_session_info.cpp:32 -> src/sql/plan_cache/ob_ps_cache.h: (include)	no
sql-session	pl	src/sql/pl/ob_pl_package.h	1	upward-named	src/sql/session/ob_sql_session_info.cpp:29 -> src/sql/pl/ob_pl_package.h: (include)	no
sql-session	pl	src/sql/pl/ob_pl_package_state.h	1	upward-named	src/sql/session/ob_basic_session_info.cpp:28 -> src/sql/pl/ob_pl_package_state.h: (include)	no
sql-session	pl	src/sql/pl/ob_pl_server_cursor.h	2	upward-named	src/sql/session/ob_basic_session_info.cpp:29 -> src/sql/pl/ob_pl_server_cursor.h: (include); src/sql/session/ob_sql_session_info.cpp:30 -> src/sql/pl/ob_pl_server_cursor.h: (include)	no
sql-session	observer	src/oblib/rpc/obmysql/ob_sql_sock_session.h	1	upward-named	src/sql/session/ob_basic_session_info.cpp:30 -> src/oblib/rpc/obmysql/ob_sql_sock_session.h: (include)	no
sql-session	observer	src/query/api/query/session/ob_inner_sql_connection_access.h	1	upward-named	src/query/api/query/session/ob_session_inner_sql.h:22 -> src/query/api/query/session/ob_inner_sql_connection_access.h: (include)	no
sql-ir	sql-exec	src/query/api/query/engine/expr/ob_sql_expression.h	1	upward-named	src/sql/ob_sql_utils.h:26 -> src/query/api/query/engine/expr/ob_sql_expression.h: (include)	no
sql-ir	sql-exec	src/query/api/query/engine/ob_operator.h	1	upward-named	src/sql/monitor/ob_monitor_node.cpp:19 -> src/sql/engine/ob_operator.h: (include)	no
sql-ir	sql-exec	src/query/api/query/engine/ob_phy_operator_type.h	1	upward-named	src/query/api/query/monitor/ob_monitor_node.h:24 -> src/query/api/query/engine/ob_phy_operator_type.h: (include)	no
sql-ir	sql-exec	src/query/api/query/protocol/ob_mysql_protocol_util.h	1	upward-named	src/pl/ob_pl_user_type.cpp:20 -> src/query/api/query/protocol/ob_mysql_protocol_util.h: (include)	no
sql-ir	sql-exec	src/sql/engine/expr/ob_expr_frame_info.h	1	upward-named	src/sql/ob_sql_utils.h:33 -> src/sql/engine/expr/ob_expr_frame_info.h: (include)	no
sql-ir	sql-expr	src/query/api/query/engine/expr/ob_expr_lob_utils.h	1	upward-named	src/sql/ob_sql_utils.cpp:31 -> src/sql/engine/expr/ob_expr_lob_utils.h: (include)	no
sql-ir	sql-expr	src/query/api/query/engine/expr/ob_expr_operator.h	1	upward-named	src/sql/resolver/expr/ob_raw_expr.h:36 -> src/sql/engine/expr/ob_expr_operator.h: (include)	no
sql-ir	sql-expr	src/query/api/query/engine/expr/ob_expr_res_type.h	2	upward-named	src/sql/pl/ob_pl_type.h:32 -> src/sql/engine/expr/ob_expr_res_type.h: (include); src/sql/resolver/expr/ob_raw_expr.h:28 -> src/sql/engine/expr/ob_expr_res_type.h: (include)	no
sql-ir	sql-expr	src/sql/engine/expr/ob_expr_autoinc_nextval.h	1	upward-named	src/sql/resolver/expr/ob_raw_expr.cpp:27 -> src/sql/engine/expr/ob_expr_autoinc_nextval.h: (include)	no
sql-ir	sql-expr	src/sql/engine/expr/ob_expr_calc_partition_id.h	1	upward-named	src/sql/resolver/expr/ob_raw_expr.h:43 -> src/sql/engine/expr/ob_expr_calc_partition_id.h: (include)	no
sql-ir	sql-expr	src/sql/engine/expr/ob_expr_collection_construct.h	1	upward-named	src/sql/resolver/expr/ob_raw_expr.cpp:32 -> src/sql/engine/expr/ob_expr_collection_construct.h: (include)	no
sql-ir	sql-expr	src/sql/engine/expr/ob_expr_column_conv.h	3	upward-named	src/sql/printer/ob_raw_expr_printer.cpp:20 -> src/sql/engine/expr/ob_expr_column_conv.h: (include); src/sql/resolver/expr/ob_raw_expr_util.cpp:24 -> src/sql/engine/expr/ob_expr_column_conv.h: (include); src/sql/resolver/expr/ob_raw_expr_wrap_enum_set.cpp:21 -> src/sql/engine/expr/ob_expr_column_conv.h: (include)	no
sql-ir	sql-expr	src/sql/engine/expr/ob_expr_demote_cast.h	1	upward-named	src/sql/printer/ob_raw_expr_printer.cpp:22 -> src/sql/engine/expr/ob_expr_demote_cast.h: (include)	no
sql-ir	sql-expr	src/sql/engine/expr/ob_expr_func_part_hash.h	1	upward-named	src/sql/ob_sql_utils.cpp:23 -> src/sql/engine/expr/ob_expr_func_part_hash.h: (include)	no
sql-ir	sql-expr	src/sql/engine/expr/ob_expr_join_filter.h	1	upward-named	src/sql/resolver/expr/ob_raw_expr.h:42 -> src/sql/engine/expr/ob_expr_join_filter.h: (include)	no
sql-ir	sql-expr	src/sql/engine/expr/ob_expr_object_construct.h	1	upward-named	src/sql/resolver/expr/ob_raw_expr.cpp:33 -> src/sql/engine/expr/ob_expr_object_construct.h: (include)	no
sql-ir	sql-expr	src/sql/engine/expr/ob_expr_operator_factory.h	1	upward-named	src/sql/resolver/expr/ob_raw_expr.h:37 -> src/sql/engine/expr/ob_expr_operator_factory.h: (include)	no
sql-ir	sql-expr	src/sql/engine/expr/ob_expr_pl_get_cursor_attr.h	1	upward-named	src/sql/resolver/expr/ob_raw_expr.cpp:29 -> src/sql/engine/expr/ob_expr_pl_get_cursor_attr.h: (include)	no
sql-ir	sql-expr	src/sql/engine/expr/ob_expr_pl_sqlcode_sqlerrm.h	1	upward-named	src/sql/resolver/expr/ob_raw_expr.cpp:30 -> src/sql/engine/expr/ob_expr_pl_sqlcode_sqlerrm.h: (include)	no
sql-ir	sql-expr	src/sql/engine/expr/ob_expr_plsql_variable.h	1	upward-named	src/sql/resolver/expr/ob_raw_expr.cpp:31 -> src/sql/engine/expr/ob_expr_plsql_variable.h: (include)	no
sql-ir	sql-expr	src/sql/engine/expr/ob_expr_result_type_util.h	1	upward-named	src/sql/resolver/expr/ob_raw_expr_type_demotion.cpp:21 -> src/sql/engine/expr/ob_expr_result_type_util.h: (include)	no
sql-ir	sql-expr	src/sql/engine/expr/ob_expr_to_type.h	1	upward-named	src/sql/resolver/expr/ob_raw_expr_util.cpp:22 -> src/sql/engine/expr/ob_expr_to_type.h: (include)	no
sql-ir	sql-expr	src/sql/engine/expr/ob_expr_type_to_str.h	1	upward-named	src/sql/resolver/expr/ob_raw_expr_util.cpp:23 -> src/sql/engine/expr/ob_expr_type_to_str.h: (include)	no
sql-ir	sql-expr	src/sql/engine/expr/ob_expr_udf.h	1	upward-named	src/sql/resolver/expr/ob_raw_expr.cpp:28 -> src/sql/engine/expr/ob_expr_udf.h: (include)	no
sql-ir	sql-expr	src/sql/engine/expr/ob_expr_version.h	1	upward-named	src/sql/optimizer/ob_optimizer_util.cpp:19 -> src/sql/engine/expr/ob_expr_version.h: (include)	no
sql-ir	sql-expr	src/sql/engine/expr/ob_json_param_type.h	1	upward-named	src/sql/printer/ob_raw_expr_printer.cpp:21 -> src/sql/engine/expr/ob_json_param_type.h: (include)	no
sql-ir	sql-expr	src/sql/engine/expr/ob_lob_result_materializer.h	1	upward-named	src/pl/ob_pl_type.cpp:21 -> src/sql/engine/expr/ob_lob_result_materializer.h: (include)	no
sql-ir	sql-expr	src/sql/resolver/expr/ob_raw_expr_deduce_type.h	1	upward-named	src/sql/resolver/expr/ob_raw_expr.cpp:22 -> src/sql/resolver/expr/ob_raw_expr_deduce_type.h: (include)	no
sql-ir	sql-parser	src/sql/parser/ob_item_type_str.h	1	upward-named	src/sql/resolver/expr/ob_raw_expr_print_visitor.cpp:18 -> src/sql/parser/ob_item_type_str.h: (include)	no
sql-ir	sql-parser	src/sql/parser/ob_parser.h	1	upward-named	src/sql/resolver/ob_stmt.cpp:20 -> src/sql/parser/ob_parser.h: (include)	no
sql-ir	sql-parser	src/sql/parser/ob_sql_parser.h	1	upward-named	src/sql/resolver/expr/ob_raw_expr_util.cpp:21 -> src/sql/parser/ob_sql_parser.h: (include)	no
sql-ir	sql-parser	src/sql/pl/parser/ob_pl_parser.h	1	upward-named	src/sql/printer/ob_schema_printer.h:23 -> src/sql/pl/parser/ob_pl_parser.h: (include)	no
sql-ir	sql-resolver	src/sql/resolver/ddl/ob_create_view_resolver.h	1	upward-named	src/sql/ob_sql_utils.cpp:34 -> src/sql/resolver/ddl/ob_create_view_resolver.h: (include)	no
sql-ir	sql-resolver	src/sql/resolver/ddl/ob_explain_stmt.h	1	upward-named	src/sql/resolver/dml/ob_del_upd_stmt.h:19 -> src/sql/resolver/ddl/ob_explain_stmt.h: (include)	no
sql-ir	sql-resolver	src/sql/resolver/ddl/ob_fts_index_builder_util.h	1	upward-named	src/sql/printer/ob_schema_printer.cpp:22 -> src/sql/resolver/ddl/ob_fts_index_builder_util.h: (include)	no
sql-ir	sql-resolver	src/sql/resolver/dml/ob_dml_resolver.h	1	upward-named	src/sql/printer/ob_dml_stmt_printer.h:21 -> src/sql/resolver/dml/ob_dml_resolver.h: (include)	no
sql-ir	sql-resolver	src/sql/resolver/dml/ob_inlist_resolver.h	2	upward-named	src/sql/resolver/expr/ob_raw_expr_resolver_impl.cpp:22 -> src/sql/resolver/dml/ob_inlist_resolver.h: (include); src/sql/resolver/expr/ob_raw_expr_util.cpp:28 -> src/sql/resolver/dml/ob_inlist_resolver.h: (include)	no
sql-ir	sql-resolver	src/sql/resolver/dml/ob_select_resolver.h	1	upward-named	src/sql/resolver/expr/ob_raw_expr_util.cpp:27 -> src/sql/resolver/dml/ob_select_resolver.h: (include)	no
sql-ir	sql-resolver	src/sql/resolver/ob_resolver_utils.h	3	upward-named	src/pl/ob_pl_type.cpp:19 -> src/sql/resolver/ob_resolver_utils.h: (include); src/sql/resolver/expr/ob_raw_expr_util.h:27 -> src/sql/resolver/ob_resolver_utils.h: (include); src/sql/resolver/ob_stmt.cpp:19 -> src/sql/resolver/ob_resolver_utils.h: (include)	no
sql-ir	sql-resolver	src/sql/resolver/ob_schema_checker.h	1	upward-named	src/sql/resolver/ob_resolver_define.h:29 -> src/sql/resolver/ob_schema_checker.h: (include)	no
sql-ir	sql-resolver	src/sql/resolver/ob_stmt_resolver.h	2	upward-named	src/pl/ob_pl_type.cpp:22 -> src/sql/resolver/ob_stmt_resolver.h: (include); src/sql/resolver/expr/ob_raw_expr_resolver.h:22 -> src/sql/resolver/ob_stmt_resolver.h: (include)	no
sql-ir	sql-rewrite	src/sql/rewrite/ob_predicate_deduce.h	1	upward-named	src/sql/optimizer/ob_optimizer_util.cpp:23 -> src/sql/rewrite/ob_predicate_deduce.h: (include)	no
sql-ir	sql-rewrite	src/sql/rewrite/ob_query_range_provider.h	1	upward-named	src/sql/ob_sql_utils.h:21 -> src/sql/rewrite/ob_query_range_provider.h: (include)	no
sql-ir	sql-rewrite	src/sql/rewrite/ob_transform_utils.h	9	upward-named	src/sql/ob_sql_utils.cpp:28 -> src/sql/rewrite/ob_transform_utils.h: (include); src/sql/optimizer/ob_optimizer_util.cpp:20 -> src/sql/rewrite/ob_transform_utils.h: (include); src/sql/resolver/dml/ob_del_upd_stmt.cpp:19 -> src/sql/rewrite/ob_transform_utils.h: (include)	no
sql-ir	sql-optimizer	src/query/api/query/optimizer/ob_optimizer_algo_defs.h	1	upward-named	src/sql/resolver/dml/ob_hint.h:22 -> src/query/api/query/optimizer/ob_optimizer_algo_defs.h: (include)	no
sql-ir	sql-optimizer	src/sql/optimizer/ob_access_path_estimation.h	1	upward-named	src/sql/ob_optimizer_trace_impl.cpp:23 -> src/sql/optimizer/ob_access_path_estimation.h: (include)	no
sql-ir	sql-optimizer	src/sql/optimizer/ob_fd_item.h	1	upward-named	src/sql/optimizer/ob_optimizer_util.h:24 -> src/sql/optimizer/ob_fd_item.h: (include)	no
sql-ir	sql-optimizer	src/sql/optimizer/ob_log_join.h	1	upward-named	src/sql/optimizer/ob_optimizer_util.cpp:24 -> src/sql/optimizer/ob_log_join.h: (include)	no
sql-ir	sql-optimizer	src/sql/optimizer/ob_log_plan.h	3	upward-named	src/sql/printer/ob_dml_stmt_printer.cpp:24 -> src/sql/optimizer/ob_log_plan.h: (include); src/sql/resolver/dml/ob_hint.cpp:19 -> src/sql/optimizer/ob_log_plan.h: (include); src/sql/resolver/dml/ob_sql_hint.cpp:19 -> src/sql/optimizer/ob_log_plan.h: (include)	no
sql-ir	sql-optimizer	src/sql/optimizer/ob_log_table_scan.h	1	upward-named	src/sql/optimizer/ob_optimizer_util.cpp:21 -> src/sql/optimizer/ob_log_table_scan.h: (include)	no
sql-ir	sql-optimizer	src/sql/optimizer/ob_log_values.h	1	upward-named	src/sql/ob_optimizer_trace_impl.cpp:21 -> src/sql/optimizer/ob_log_values.h: (include)	no
sql-ir	sql-optimizer	src/sql/optimizer/ob_logical_operator.h	2	upward-named	src/sql/resolver/dml/ob_dml_stmt.cpp:20 -> src/sql/optimizer/ob_logical_operator.h: (include); src/sql/resolver/expr/ob_raw_expr.cpp:26 -> src/sql/optimizer/ob_logical_operator.h: (include)	no
sql-ir	sql-optimizer	src/sql/optimizer/ob_skyline_prunning.h	1	upward-named	src/sql/ob_optimizer_trace_impl.cpp:22 -> src/sql/optimizer/ob_skyline_prunning.h: (include)	no
sql-ir	sql-codegen	src/sql/code_generator/ob_static_engine_expr_cg.h	1	upward-named	src/sql/resolver/expr/ob_raw_expr.h:38 -> src/sql/code_generator/ob_static_engine_expr_cg.h: (include)	no
sql-ir	sql	src/query/api/query/engine/cmd/ob_load_data_parser.h	1	upward-named	src/sql/ob_sql_utils.h:35 -> src/sql/engine/cmd/ob_load_data_parser.h: (include)	no
sql-ir	sql	src/query/api/query/ob_sql_define.h	3	upward-named	src/sql/ob_sql_utils.h:30 -> src/sql/ob_sql_define.h: (include); src/sql/resolver/dml/ob_dml_stmt.h:27 -> src/sql/ob_sql_define.h: (include); src/sql/resolver/expr/ob_raw_expr.h:30 -> src/sql/ob_sql_define.h: (include)	no
sql-ir	sql	src/sql/executor/ob_maintain_dependency_info_task.h	1	upward-named	src/sql/ob_sql_utils.cpp:20 -> src/sql/executor/ob_maintain_dependency_info_task.h: (include)	no
sql-ir	sql	src/sql/monitor/ob_sql_plan.h	1	upward-named	src/sql/printer/ob_dml_stmt_printer.cpp:25 -> src/sql/monitor/ob_sql_plan.h: (include)	no
sql-ir	sql	src/sql/ob_sql.h	1	upward-named	src/sql/ob_sql_utils.cpp:22 -> src/sql/ob_sql.h: (include)	no
sql-ir	sql	src/sql/ob_sql_context.h	4	upward-named	src/sql/printer/ob_dml_stmt_printer.cpp:20 -> src/sql/ob_sql_context.h: (include); src/sql/resolver/dml/ob_delete_stmt.h:21 -> src/sql/ob_sql_context.h: (include); src/sql/resolver/dml/ob_update_stmt.h:22 -> src/sql/ob_sql_context.h: (include)	no
sql-ir	sql	src/sql/ob_sql_temp_table.h	1	upward-named	src/sql/resolver/dml/ob_select_stmt.h:27 -> src/sql/ob_sql_temp_table.h: (include)	no
sql-ir	sql	src/sql/plan_cache/ob_cache_object_factory.h	1	upward-named	src/sql/resolver/ob_resolver_define.h:33 -> src/sql/plan_cache/ob_cache_object_factory.h: (include)	no
sql-ir	sql	src/sql/plan_cache/ob_plan_cache_struct.h	1	upward-named	src/sql/resolver/ob_resolver_define.h:31 -> src/sql/plan_cache/ob_plan_cache_struct.h: (include)	no
sql-ir	sql	src/sql/plan_cache/ob_plan_cache_util.h	1	upward-named	src/sql/resolver/ob_resolver_define.h:30 -> src/sql/plan_cache/ob_plan_cache_util.h: (include)	no
sql-ir	pl	src/sql/pl/ob_pl_dependency_util.h	1	upward-named	src/pl/ob_pl_type.cpp:24 -> src/pl/ob_pl_dependency_util.h: (include)	no
sql-ir	pl	src/sql/pl/ob_pl_package.h	2	upward-named	src/pl/ob_pl_type.cpp:20 -> src/pl/ob_pl_package.h: (include); src/pl/ob_pl_user_type.cpp:21 -> src/pl/ob_pl_package.h: (include)	no
sql-ir	pl	src/sql/pl/ob_pl_resolver.h	2	upward-named	src/sql/resolver/expr/ob_raw_expr_resolver_impl.cpp:21 -> src/sql/pl/ob_pl_resolver.h: (include); src/sql/resolver/expr/ob_raw_expr_util.cpp:25 -> src/sql/pl/ob_pl_resolver.h: (include)	no
sql-ir	pl	src/sql/pl/ob_pl_stmt.h	2	upward-named	src/pl/ob_pl_type.cpp:23 -> src/sql/pl/ob_pl_stmt.h: (include); src/sql/pl/ob_routine_param_type.cpp:20 -> src/sql/pl/ob_pl_stmt.h: (include)	no
sql-ir	observer	src/observer/ob_server.cpp	1	upward-named	src/sql/monitor/ob_monitor_node.cpp:21 -> src/observer/ob_server.cpp:370 (link)	no
sql-ir	observer	src/query/api/query/vector/ob_vector_index_param.h	1	upward-named	src/sql/resolver/dml/ob_dml_stmt.h:34 -> src/query/api/query/vector/ob_vector_index_param.h: (include)	no
sql-exec	storage-tx	src/data_plane/api/data_plane/transaction/ob_tx_options.h	1	not-listed	src/sql/engine/ob_physical_plan_ctx.h:24 -> src/data_plane/api/data_plane/transaction/ob_tx_options.h: (include)	no
sql-exec	sql-expr	src/query/api/query/engine/expr/ob_array_expr_utils.h	2	upward-named	src/sql/engine/expr/ob_expr.cpp:22 -> src/sql/engine/expr/ob_array_expr_utils.h: (include); src/sql/engine/ob_operator.cpp:22 -> src/sql/engine/expr/ob_array_expr_utils.h: (include)	no
sql-exec	sql-expr	src/query/api/query/engine/expr/ob_expr_extra_info_factory.h	1	upward-named	src/query/api/query/engine/expr/ob_i_expr_extra_info.h:20 -> src/query/api/query/engine/expr/ob_expr_extra_info_factory.h: (include)	no
sql-exec	sql-expr	src/query/api/query/engine/expr/ob_expr_lob_utils.h	2	upward-named	src/sql/engine/expr/ob_expr_frame_info.cpp:19 -> src/sql/engine/expr/ob_expr_lob_utils.h: (include); src/sql/engine/ob_exec_context.cpp:27 -> src/sql/engine/expr/ob_expr_lob_utils.h: (include)	no
sql-exec	sql-expr	src/query/api/query/engine/expr/ob_expr_util.h	1	upward-named	src/sql/engine/ob_physical_plan_ctx.h:32 -> src/sql/engine/expr/ob_expr_util.h: (include)	no
sql-exec	sql-expr	src/sql/engine/expr/ob_datum_cast.h	1	upward-named	src/sql/engine/expr/ob_expr.cpp:21 -> src/sql/engine/expr/ob_datum_cast.h: (include)	no
sql-exec	sql-expr	src/sql/engine/expr/ob_expr_column_conv.h	1	upward-named	src/sql/engine/expr/ob_expr.cpp:23 -> src/sql/engine/expr/ob_expr_column_conv.h: (include)	no
sql-exec	sql-expr	src/sql/engine/expr/ob_expr_operator_factory.h	1	upward-named	src/sql/engine/ob_physical_plan.h:26 -> src/sql/engine/expr/ob_expr_operator_factory.h: (include)	no
sql-exec	sql-expr	src/sql/engine/expr/ob_expr_sql_udt_utils.h	1	upward-named	src/sql/engine/ob_physical_plan_ctx.cpp:21 -> src/sql/engine/expr/ob_expr_sql_udt_utils.h: (include)	no
sql-exec	sql-expr	src/sql/engine/expr/ob_obj_cast_runtime.h	1	upward-named	src/sql/engine/expr/ob_expr.cpp:24 -> src/sql/engine/expr/ob_obj_cast_runtime.h: (include)	no
sql-exec	sql-expr	src/sql/engine/expr/ob_sql_expression_factory.h	1	upward-named	src/sql/engine/ob_physical_plan.h:32 -> src/sql/engine/expr/ob_sql_expression_factory.h: (include)	no
sql-exec	sql-das	src/sql/das/ob_das_context.h	1	upward-named	src/sql/engine/ob_exec_context.h:32 -> src/sql/das/ob_das_context.h: (include)	no
sql-exec	sql-das	src/sql/optimizer/ob_table_location.h	1	upward-named	src/sql/engine/ob_physical_plan.h:29 -> src/sql/optimizer/ob_table_location.h: (include)	no
sql-exec	sql-engine	src/query/api/query/engine/basic/ob_batch_result_holder.h	2	upward-named	src/query/api/query/engine/ob_operator.h:22 -> src/query/api/query/engine/basic/ob_batch_result_holder.h: (include); src/sql/engine/basic/ob_chunk_datum_store.h:31 -> src/sql/engine/basic/ob_batch_result_holder.h: (include)	no
sql-exec	sql-engine	src/query/api/query/engine/px/ob_px_op_size_factor.h	1	upward-named	src/query/api/query/engine/ob_operator.h:26 -> src/query/api/query/engine/px/ob_px_op_size_factor.h: (include)	no
sql-exec	sql-engine	src/sql/dtl/ob_dtl_linked_buffer.h	1	upward-named	src/sql/engine/ob_sql_memory_manager.h:27 -> src/sql/dtl/ob_dtl_linked_buffer.h: (include)	no
sql-exec	sql-engine	src/sql/engine/basic/ob_sql_mem_callback.h	4	upward-named	src/sql/engine/basic/ob_chunk_datum_store.h:30 -> src/sql/engine/basic/ob_sql_mem_callback.h: (include); src/sql/engine/basic/ob_chunk_row_store.h:28 -> src/sql/engine/basic/ob_sql_mem_callback.h: (include); src/sql/engine/basic/ob_ra_datum_store.h:28 -> src/sql/engine/basic/ob_sql_mem_callback.h: (include)	no
sql-exec	sql-engine	src/sql/engine/px/ob_granule_task_info.h	1	upward-named	src/sql/engine/ob_exec_context.h:26 -> src/sql/engine/px/ob_granule_task_info.h: (include)	no
sql-exec	sql-engine	src/sql/engine/px/ob_granule_util.h	1	upward-named	src/sql/engine/ob_exec_context.h:31 -> src/sql/engine/px/ob_granule_util.h: (include)	no
sql-exec	sql-engine	src/sql/engine/px/ob_px_dtl_msg.h	1	upward-named	src/sql/engine/ob_exec_context.h:30 -> src/sql/engine/px/ob_px_dtl_msg.h: (include)	no
sql-exec	sql-engine	src/sql/engine/px/ob_px_util.h	3	upward-named	src/sql/engine/expr/ob_expr_frame_info.cpp:20 -> src/sql/engine/px/ob_px_util.h: (include); src/sql/engine/ob_exec_context.cpp:26 -> src/sql/engine/px/ob_px_util.h: (include); src/sql/engine/ob_sql_memory_manager.cpp:20 -> src/sql/engine/px/ob_px_util.h: (include)	no
sql-exec	sql-engine	src/sql/engine/table/ob_i_virtual_table_iterator_factory.h	1	upward-named	src/sql/engine/ob_exec_context.cpp:28 -> src/sql/engine/table/ob_i_virtual_table_iterator_factory.h: (include)	no
sql-exec	sql-engine	src/sql/engine/table/ob_virtual_table_ctx.h	1	upward-named	src/sql/engine/ob_exec_context.h:23 -> src/sql/engine/table/ob_virtual_table_ctx.h: (include)	no
sql-exec	sql-codegen	src/query/api/query/engine/ob_operator_reg.h	2	upward-named	src/query/api/query/engine/ob_operator.h:25 -> src/query/api/query/engine/ob_operator_reg.h: (include); src/sql/engine/ob_phy_operator_type.cpp:18 -> src/sql/engine/ob_operator_reg.h: (include)	no
sql-exec	sql-codegen	src/sql/code_generator/ob_static_engine_cg.h	1	upward-named	src/sql/engine/ob_physical_plan.cpp:22 -> src/sql/code_generator/ob_static_engine_cg.h: (include)	no
