unit	files	lines	class_key	in_build
src/storage/memtable/mvcc/ob_row_data	src/storage/memtable/mvcc/ob_row_data.cpp,src/storage/memtable/mvcc/ob_row_data.h	144	oceanbase::memtable::ObRowData	yes
src/storage/memtable/mvcc/ob_row_latch	src/storage/memtable/mvcc/ob_row_latch.h	49	oceanbase::memtable::ObRowLatch	yes
src/storage/memtable/mvcc/ob_tx_callback_functor	src/storage/memtable/mvcc/ob_tx_callback_functor.h	665	oceanbase::memtable::ObITxCallbackFunctor	yes
src/storage/memtable/mvcc/ob_tx_callback_list	src/storage/memtable/mvcc/ob_tx_callback_list.cpp,src/storage/memtable/mvcc/ob_tx_callback_list.h	1336	oceanbase::memtable::ObTxCallbackList	yes
src/storage/memtable/ob_concurrent_control	src/data_plane/api/data_plane/memtable/ob_write_flag.h,src/storage/memtable/ob_concurrent_control.cpp,src/storage/memtable/ob_concurrent_control.h	360	oceanbase::concurrent_control::ObWriteFlag	yes
src/storage/memtable/ob_i_multi_source_data_unit	src/storage/memtable/ob_i_multi_source_data_unit.h	118	oceanbase::memtable::ObIMultiSourceDataUnit	yes
src/storage/memtable/ob_lock_wait_mgr	src/data_plane/api/data_plane/transaction/ob_lock_wait_stat.h,src/storage/memtable/ob_lock_wait_mgr.cpp,src/storage/memtable/ob_lock_wait_mgr.h	1203	oceanbase::memtable::ObLockWaitMgr	yes
src/storage/memtable/ob_memtable	src/storage/memtable/ob_memtable.cpp,src/storage/memtable/ob_memtable.h	3593	oceanbase::memtable::ObMemtable	yes
src/storage/memtable/ob_memtable_compact_writer	src/storage/memtable/ob_memtable_compact_writer.cpp,src/storage/memtable/ob_memtable_compact_writer.h	149	oceanbase::memtable::ObMemtableCompactWriter	yes
src/storage/memtable/ob_memtable_context	src/storage/memtable/ob_memtable_context.cpp,src/storage/memtable/ob_memtable_context.h	1824	oceanbase::memtable::ObMemtableCtx	yes
src/storage/memtable/ob_memtable_ctx_obj_pool	src/storage/memtable/ob_memtable_ctx_obj_pool.h	97	ObMemtableCtxObjPool	no
src/storage/memtable/ob_memtable_data	src/storage/memtable/ob_memtable_data.h	110	oceanbase::memtable::ObMemtableData	yes
src/storage/memtable/ob_memtable_interface	src/storage/memtable/ob_memtable_interface.h	186	oceanbase::memtable::ObIMemtableCtx	yes
src/storage/memtable/ob_memtable_iterator	src/storage/memtable/ob_memtable_iterator.cpp,src/storage/memtable/ob_memtable_iterator.h	1381	oceanbase::memtable::ObMemtableMultiVersionScanIterator	yes
src/storage/memtable/ob_memtable_key	src/storage/memtable/ob_memtable_key.cpp,src/storage/memtable/ob_memtable_key.h	407	oceanbase::memtable::ObMemtableKey	yes
src/storage/memtable/ob_memtable_mutator	src/storage/memtable/ob_memtable_mutator.cpp,src/storage/memtable/ob_memtable_mutator.h	1258	oceanbase::memtable::ObMemtableMutatorMeta	yes
src/storage/memtable/ob_memtable_read_row_util	src/storage/memtable/ob_memtable_read_row_util.cpp,src/storage/memtable/ob_memtable_read_row_util.h	223	oceanbase::memtable::ObReadRow	yes
src/storage/memtable/ob_memtable_single_row_reader	src/storage/memtable/ob_memtable_single_row_reader.cpp,src/storage/memtable/ob_memtable_single_row_reader.h	397	oceanbase::memtable::ObMemtableSingleRowReader	yes
src/storage/memtable/ob_memtable_util	src/storage/memtable/ob_memtable_util.h	92	oceanbase::memtable::ObFakeStoreRowKey	yes
src/storage/memtable/ob_multi_source_data	src/storage/memtable/ob_multi_source_data.h	40	-	yes
src/storage/memtable/ob_nop_bitmap	src/storage/memtable/ob_nop_bitmap.h	149	oceanbase::memtable::ObNopBitMap	yes
src/storage/memtable/ob_redo_log_generator	src/storage/memtable/ob_redo_log_generator.cpp,src/storage/memtable/ob_redo_log_generator.h	537	oceanbase::memtable::ObRedoLogGenerator	yes
src/storage/memtable/ob_row_compactor	src/storage/memtable/ob_row_compactor.cpp,src/storage/memtable/ob_row_compactor.h	472	oceanbase::memtable::ObMemtableRowCompactor	yes
src/storage/memtable/ob_row_conflict_handler	src/storage/memtable/ob_row_conflict_handler.cpp,src/storage/memtable/ob_row_conflict_handler.h	403	oceanbase::storage::ObRowConflictHandler	yes
src/storage/memtable/ob_row_conflict_info	src/storage/memtable/ob_row_conflict_info.h	116	oceanbase::storage::ObRowConflictInfo	yes
src/storage/meta_mem/ob_external_tablet_cnt_map	src/storage/meta_mem/ob_external_tablet_cnt_map.cpp,src/storage/meta_mem/ob_external_tablet_cnt_map.h	179	oceanbase::storage::ObExternalTabletCntMap	yes
src/storage/meta_mem/ob_flying_tablet_pointer_map	src/storage/meta_mem/ob_flying_tablet_pointer_map.cpp,src/storage/meta_mem/ob_flying_tablet_pointer_map.h	191	oceanbase::storage::ObFlyingTabletPointerMap	yes
src/storage/meta_mem/ob_i_storage_meta_obj	src/storage/meta_mem/ob_i_storage_meta_obj.h	39	oceanbase::storage::ObIStorageMetaObj	yes
src/storage/meta_mem/ob_meta_memory_limit	src/storage/meta_mem/ob_meta_memory_limit.h	40	-	yes
src/storage/meta_mem/ob_meta_obj_pool	src/storage/meta_mem/ob_meta_obj_pool.cpp,src/storage/meta_mem/ob_meta_obj_pool.h	392	ObMetaObjPool	no
src/storage/meta_mem/ob_meta_obj_struct	src/storage/meta_mem/ob_meta_obj_struct.cpp,src/storage/meta_mem/ob_meta_obj_struct.h	604	oceanbase::storage::ObMetaDiskAddr	yes
src/storage/meta_mem/ob_storage_meta_cache	src/storage/meta_mem/ob_storage_meta_cache.cpp,src/storage/meta_mem/ob_storage_meta_cache.h	924	oceanbase::storage::ObStorageMetaCache	yes
src/storage/meta_mem/ob_storage_meta_mem_mgr	src/storage/meta_mem/ob_storage_meta_mem_mgr.cpp,src/storage/meta_mem/ob_storage_meta_mem_mgr.h	3082	oceanbase::storage::ObStorageMetaMemMgr	yes
src/storage/meta_mem/ob_storage_meta_obj_pool	src/storage/meta_mem/ob_storage_meta_obj_pool.cpp,src/storage/meta_mem/ob_storage_meta_obj_pool.h	390	oceanbase::storage::ObStorageMetaObjPool	yes
src/storage/meta_mem/ob_tablet_handle	src/storage/meta_mem/ob_tablet_handle.cpp,src/storage/meta_mem/ob_tablet_handle.h	458	oceanbase::storage::ObTabletHandle	yes
src/storage/meta_mem/ob_tablet_map_key	src/storage/meta_mem/ob_tablet_map_key.cpp,src/storage/meta_mem/ob_tablet_map_key.h	211	oceanbase::storage::ObTabletMapKey	yes
src/storage/meta_mem/ob_tablet_mds_truncate_lock	src/storage/meta_mem/ob_tablet_mds_truncate_lock.h	35	-	yes
src/storage/meta_mem/ob_tablet_meta_mem_mgr	src/storage/meta_mem/ob_tablet_meta_mem_mgr.cpp,src/storage/meta_mem/ob_tablet_meta_mem_mgr.h	3096	ObTabletMetaMemMgr	no
src/storage/meta_mem/ob_tablet_pointer	src/storage/meta_mem/ob_tablet_pointer.cpp,src/storage/meta_mem/ob_tablet_pointer.h	982	oceanbase::storage::ObTabletPointer	yes
src/storage/meta_mem/ob_tablet_pointer_handle	src/storage/meta_mem/ob_tablet_pointer_handle.cpp,src/storage/meta_mem/ob_tablet_pointer_handle.h	162	oceanbase::storage::ObTabletPointerHandle	yes
src/storage/meta_mem/ob_tablet_pointer_map	src/storage/meta_mem/ob_tablet_pointer_map.cpp,src/storage/meta_mem/ob_tablet_pointer_map.h	922	oceanbase::storage::ObTabletPointerMap	yes
src/storage/meta_store/ob_local_storage_meta_persister	src/storage/meta_store/ob_local_storage_meta_persister.cpp,src/storage/meta_store/ob_local_storage_meta_persister.h	392	oceanbase::storage::ObLocalStorageMetaPersister	yes
src/storage/meta_store/ob_local_storage_meta_replayer	src/storage/meta_store/ob_local_storage_meta_replayer.cpp,src/storage/meta_store/ob_local_storage_meta_replayer.h	125	oceanbase::storage::ObLocalStorageMetaReplayer	yes
src/storage/meta_store/ob_local_storage_meta_service	src/storage/meta_store/ob_local_storage_meta_service.cpp,src/storage/meta_store/ob_local_storage_meta_service.h	348	oceanbase::storage::ObLocalStorageMetaService	yes
src/storage/meta_store/ob_server_runtime_meta	src/storage/meta_store/ob_server_runtime_meta.cpp,src/storage/meta_store/ob_server_runtime_meta.h	116	oceanbase::omt::ObServerRuntimeMeta	yes
src/storage/meta_store/ob_server_storage_meta_persister	src/storage/meta_store/ob_server_storage_meta_persister.cpp,src/storage/meta_store/ob_server_storage_meta_persister.h	179	oceanbase::storage::ObServerStorageMetaPersister	yes
src/storage/meta_store/ob_server_storage_meta_replayer	src/storage/meta_store/ob_server_storage_meta_replayer.cpp,src/storage/meta_store/ob_server_storage_meta_replayer.h	181	oceanbase::storage::ObServerStorageMetaReplayer	yes
src/storage/meta_store/ob_server_storage_meta_service	src/storage/meta_store/ob_server_storage_meta_service.cpp,src/storage/meta_store/ob_server_storage_meta_service.h	296	oceanbase::storage::ObServerStorageMetaService	yes
src/storage/meta_store/ob_storage_meta_io_util	src/storage/meta_store/ob_storage_meta_io_util.cpp,src/storage/meta_store/ob_storage_meta_io_util.h	60	ObStorageMetaIOUtil	yes
src/storage/multi_data_source/adapter_define/mds_dump_kv_wrapper	src/storage/multi_data_source/adapter_define/mds_dump_kv_wrapper.cpp,src/storage/multi_data_source/adapter_define/mds_dump_kv_wrapper.h	323	oceanbase::storage::mds::MdsDumpKVStorageAdapter	yes
src/storage/multi_data_source/adapter_define/mds_dump_node	src/storage/multi_data_source/adapter_define/mds_dump_node.cpp,src/storage/multi_data_source/adapter_define/mds_dump_node.h	852	oceanbase::storage::mds::MdsDumpNode	yes
src/storage/multi_data_source/adapter_define/mds_dump_obj_printer	src/storage/multi_data_source/adapter_define/mds_dump_obj_printer.h	223	oceanbase::storage::mds::MdsDumpObjPrinter	yes
src/storage/multi_data_source/buffer_ctx	src/storage/multi_data_source/buffer_ctx.cpp,src/storage/multi_data_source/buffer_ctx.h	227	oceanbase::storage::mds::BufferCtx	yes
src/storage/multi_data_source/compile_utility/compile_mapper	src/storage/multi_data_source/compile_utility/compile_mapper.h	94	__TypeMapper	yes
src/storage/multi_data_source/compile_utility/map_type_index_in_tuple	src/storage/multi_data_source/compile_utility/map_type_index_in_tuple.h	81	TypeHelper	yes
src/storage/multi_data_source/compile_utility/mds_dummy_key	src/storage/multi_data_source/compile_utility/mds_dummy_key.h	50	oceanbase::storage::mds::DummyKey	yes
src/storage/multi_data_source/compile_utility/mds_register	src/storage/multi_data_source/compile_utility/mds_register.h	153	-	yes
src/storage/multi_data_source/mds_ctx	src/storage/multi_data_source/mds_ctx.cpp,src/storage/multi_data_source/mds_ctx.h	330	oceanbase::storage::mds::MdsCtx	yes
src/storage/multi_data_source/mds_for_each_map_flush_operation	src/storage/multi_data_source/mds_for_each_map_flush_operation.cpp,src/storage/multi_data_source/mds_for_each_map_flush_operation.h	93	oceanbase::storage::mds::FlushOp	yes
src/storage/multi_data_source/mds_key_serialize_util	src/storage/multi_data_source/mds_key_serialize_util.cpp,src/storage/multi_data_source/mds_key_serialize_util.h	105	oceanbase::storage::mds::ObMdsSerializeUtil	yes
src/storage/multi_data_source/mds_node	src/storage/multi_data_source/mds_node.cpp,src/storage/multi_data_source/mds_node.h,src/storage/multi_data_source/mds_node.ipp	936	oceanbase::storage::mds::MdsNode	yes
src/storage/multi_data_source/mds_row	src/storage/multi_data_source/mds_row.h,src/storage/multi_data_source/mds_row.ipp	995	oceanbase::storage::mds::MdsRow	yes
src/storage/multi_data_source/mds_table_base	src/storage/multi_data_source/mds_table_base.cpp,src/storage/multi_data_source/mds_table_base.h	637	oceanbase::storage::mds::MdsTableBase	yes
src/storage/multi_data_source/mds_table_handle	src/storage/multi_data_source/mds_table_handle.h,src/storage/multi_data_source/mds_table_handle.ipp	1088	oceanbase::storage::mds::MdsTableHandle	yes
src/storage/multi_data_source/mds_table_handler	src/storage/multi_data_source/mds_table_handler.cpp,src/storage/multi_data_source/mds_table_handler.h	264	oceanbase::storage::mds::ObMdsTableHandler	yes
src/storage/multi_data_source/mds_table_impl	src/storage/multi_data_source/mds_table_impl.h,src/storage/multi_data_source/mds_table_impl.ipp	1702	oceanbase::storage::mds::MdsTableImpl	yes
src/storage/multi_data_source/mds_table_iterator	src/storage/multi_data_source/mds_table_iterator.h,src/storage/multi_data_source/mds_table_iterator.ipp	418	oceanbase::storage::mds::ObMdsNodeScanIterator	yes
src/storage/multi_data_source/mds_table_mgr	src/storage/multi_data_source/mds_table_mgr.cpp,src/storage/multi_data_source/mds_table_mgr.h	519	oceanbase::storage::mds::ObMdsTableMgr	yes
src/storage/multi_data_source/mds_table_order_flusher	src/storage/multi_data_source/mds_table_order_flusher.cpp,src/storage/multi_data_source/mds_table_order_flusher.h,src/storage/multi_data_source/mds_table_order_flusher.ipp	344	oceanbase::storage::mds::MdsTableOrderFlusher	yes
src/storage/multi_data_source/mds_unit	src/storage/multi_data_source/mds_unit.h,src/storage/multi_data_source/mds_unit.ipp	1375	oceanbase::storage::mds::MdsUnit	yes
src/storage/multi_data_source/mds_writer	src/storage/multi_data_source/mds_writer.cpp,src/storage/multi_data_source/mds_writer.h	103	oceanbase::storage::mds::MdsWriter	yes
src/storage/multi_data_source/ob_mds_event_buffer	src/storage/multi_data_source/ob_mds_event_buffer.h	343	oceanbase::storage::mds::ObMdsEventBuffer	yes
src/storage/multi_data_source/ob_mds_minor_compaction_filter	src/storage/multi_data_source/ob_mds_minor_compaction_filter.cpp,src/storage/multi_data_source/ob_mds_minor_compaction_filter.h	195	oceanbase::storage::ObMdsMinorFilter	yes
src/storage/multi_data_source/ob_mds_table_merge_dag	src/storage/multi_data_source/ob_mds_table_merge_dag.cpp,src/storage/multi_data_source/ob_mds_table_merge_dag.h	177	oceanbase::storage::mds::ObMdsTableMergeDag	yes
src/storage/multi_data_source/ob_mds_table_merge_dag_param	src/storage/multi_data_source/ob_mds_table_merge_dag_param.cpp,src/storage/multi_data_source/ob_mds_table_merge_dag_param.h	85	oceanbase::storage::mds::ObMdsTableMergeDagParam	yes
src/storage/multi_data_source/ob_mds_table_merge_task	src/storage/multi_data_source/ob_mds_table_merge_task.cpp,src/storage/multi_data_source/ob_mds_table_merge_task.h	311	oceanbase::storage::mds::ObMdsTableMergeTask	yes
src/storage/multi_data_source/ob_tablet_create_mds_ctx	src/storage/multi_data_source/ob_tablet_create_mds_ctx.cpp,src/storage/multi_data_source/ob_tablet_create_mds_ctx.h	99	oceanbase::storage::mds::ObTabletCreateMdsCtx	yes
src/storage/multi_data_source/ob_tablet_mds_merge_ctx	src/storage/multi_data_source/ob_tablet_mds_merge_ctx.cpp,src/storage/multi_data_source/ob_tablet_mds_merge_ctx.h	163	oceanbase::storage::ObTabletMdsMinorMergeCtx	yes
src/storage/multi_data_source/runtime_utility/common_define	src/storage/multi_data_source/runtime_utility/common_define.cpp,src/storage/multi_data_source/runtime_utility/common_define.h	477	oceanbase::storage::mds::DefaultAllocator	yes
src/storage/multi_data_source/runtime_utility/list_helper	src/storage/multi_data_source/runtime_utility/list_helper.h	419	oceanbase::storage::mds::ListNodeBase	yes
src/storage/multi_data_source/runtime_utility/mds_factory	src/storage/multi_data_source/runtime_utility/mds_factory.cpp,src/storage/multi_data_source/runtime_utility/mds_factory.h	272	oceanbase::storage::mds::MdsFactory	yes
src/storage/multi_data_source/runtime_utility/mds_lock	src/storage/multi_data_source/runtime_utility/mds_lock.h	61	oceanbase::storage::mds::MdsRLockGuard	yes
src/storage/multi_data_source/runtime_utility/mds_retry_control	src/storage/multi_data_source/runtime_utility/mds_retry_control.cpp,src/storage/multi_data_source/runtime_utility/mds_retry_control.h	135	oceanbase::storage::mds::RetryParam	yes
src/storage/multi_data_source/runtime_utility/mds_service	src/storage/multi_data_source/runtime_utility/mds_service.cpp,src/storage/multi_data_source/runtime_utility/mds_service.h	554	oceanbase::storage::mds::ObMdsService	yes
src/storage/multi_data_source/runtime_utility/mds_tlocal_info	src/storage/multi_data_source/runtime_utility/mds_tlocal_info.h	40	oceanbase::storage::mds::MdsTLocalInfo	yes
src/storage/ob_all_micro_block_range_iterator	src/storage/ob_all_micro_block_range_iterator.cpp,src/storage/ob_all_micro_block_range_iterator.h	299	oceanbase::storage::ObAllMicroBlockRangeIterator	yes
src/storage/ob_arena_object_pool	src/storage/ob_arena_object_pool.h	112	oceanbase::transaction::ObArenaObjPool	yes
src/storage/ob_bloom_filter_task	src/storage/ob_bloom_filter_task.cpp,src/storage/ob_bloom_filter_task.h	254	oceanbase::storage::ObBloomFilterBuildTask	yes
src/storage/ob_col_map	src/storage/ob_col_map.cpp,src/storage/ob_col_map.h	198	oceanbase::storage::ObColMap	yes
src/storage/ob_common_id_utils	src/storage/ob_common_id_utils.cpp,src/storage/ob_common_id_utils.h	94	oceanbase::storage::ObCommonIDUtils	yes
src/storage/ob_disk_usage_reporter	src/storage/ob_disk_usage_reporter.cpp,src/storage/ob_disk_usage_reporter.h	312	oceanbase::storage::ObDiskUsageReportTask	yes
src/storage/ob_dml_common	src/storage/ob_dml_common.h	32	-	yes
src/storage/ob_dml_running_ctx	src/storage/ob_dml_running_ctx.cpp,src/storage/ob_dml_running_ctx.h	412	oceanbase::storage::ObDMLRunningCtx	yes
src/storage/ob_file_system_router	src/storage/ob_file_system_router.cpp,src/storage/ob_file_system_router.h	269	oceanbase::storage::ObFileSystemRouter	yes
src/storage/ob_gc_upper_trans_helper	src/storage/ob_gc_upper_trans_helper.cpp,src/storage/ob_gc_upper_trans_helper.h	166	oceanbase::storage::ObGCUpperTransHelper	yes
src/storage/ob_handle_cache	src/storage/ob_handle_cache.h	148	ObHandleCache	yes
src/storage/ob_handle_mgr	src/storage/ob_handle_mgr.h	97	ObHandleMgr	yes
src/storage/ob_i_memtable_mgr	src/storage/ob_i_memtable_mgr.cpp,src/storage/ob_i_memtable_mgr.h	793	oceanbase::storage::ObIMemtableMgr	yes
src/storage/ob_i_pre_warmer	src/storage/ob_i_pre_warmer.cpp,src/storage/ob_i_pre_warmer.h	139	oceanbase::share::ObIPreWarmer	yes
src/storage/ob_i_store	src/storage/ob_i_store.cpp,src/storage/ob_i_store.h	1041	oceanbase::storage::ObStoreCtx	yes
src/storage/ob_i_table	src/storage/ob_i_table.cpp,src/storage/ob_i_table.h	1313	oceanbase::storage::ObITable	yes
src/storage/ob_i_tablet_memtable	src/storage/ob_i_tablet_memtable.cpp,src/storage/ob_i_tablet_memtable.h	795	oceanbase::storage::ObITabletMemtable	yes
src/storage/ob_iter_cache	src/data_plane/api/data_plane/ob_iter_cache_api.h,src/storage/ob_iter_cache.cpp,src/storage/ob_iter_cache.h	243	oceanbase::storage::ObIterCache	yes
src/storage/ob_memtable_ctx_obj_pool	src/storage/ob_memtable_ctx_obj_pool.h	132	oceanbase::transaction::ObMemtableCtxObjPool	yes
src/storage/ob_micro_block_format_version_helper	src/storage/ob_micro_block_format_version_helper.h	35	ObMicroBlockFormatVersionHelper	yes
src/storage/ob_micro_block_handle_mgr	src/storage/ob_micro_block_handle_mgr.h	96	ObMicroBlockHandleMgr	no
src/storage/ob_obj_buf_array	src/storage/ob_obj_buf_array.h	119	oceanbase::storage::ObObjBufArray	yes
src/storage/ob_order_perserving_encoder	src/data_plane/api/data_plane/ob_order_perserving_encoder.h,src/storage/ob_order_perserving_encoder.cpp,src/storage/ob_order_perserving_encoder.h	929	oceanbase::share::ObOrderPerservingEncoder	yes
src/storage/ob_parallel_external_sort	src/storage/ob_parallel_external_sort.h	1989	ObExternalSortConstant	yes
src/storage/ob_partition_range_spliter	src/storage/ob_partition_range_spliter.cpp,src/storage/ob_partition_range_spliter.h	3467	oceanbase::storage::ObPartitionIncrementalRangeSpliter	yes
src/storage/ob_protected_memtable_mgr_handle	src/storage/ob_protected_memtable_mgr_handle.cpp,src/storage/ob_protected_memtable_mgr_handle.h	295	oceanbase::storage::ObProtectedMemtableMgrHandle	yes
src/storage/ob_query_iterator_factory	src/storage/ob_query_iterator_factory.cpp,src/storage/ob_query_iterator_factory.h	149	oceanbase::storage::ObQueryIteratorFactory	yes
src/storage/ob_relative_table	src/storage/ob_relative_table.cpp,src/storage/ob_relative_table.h	587	oceanbase::storage::ObRelativeTable	yes
src/storage/ob_resource_map	src/storage/ob_resource_map.h	472	oceanbase::storage::ObResourceMap	yes
src/storage/ob_row_bitmap	src/storage/ob_row_bitmap.cpp,src/storage/ob_row_bitmap.h	125	oceanbase::storage::ObRowBitmap	yes
src/storage/ob_row_fuse	src/storage/ob_row_fuse.cpp,src/storage/ob_row_fuse.h	362	oceanbase::storage::ObRowFuse	yes
src/storage/ob_row_id_range	src/storage/ob_row_id_range.h	56	oceanbase::storage::ObMicroBlockRowIdRange	yes
src/storage/ob_row_reshape	src/storage/ob_row_reshape.cpp,src/storage/ob_row_reshape.h	241	oceanbase::storage::ObRowReshape	yes
src/storage/ob_storage_clog_recorder	src/storage/ob_storage_clog_recorder.cpp,src/storage/ob_storage_clog_recorder.h	476	oceanbase::storage::ObIStorageClogRecorder	yes
src/storage/ob_storage_log_type	src/storage/ob_storage_log_type.h	399	ObStorageLogTypeToString	yes
src/storage/ob_storage_rpc_arg	src/storage/ob_storage_rpc_arg.cpp,src/storage/ob_storage_rpc_arg.h	178	oceanbase::obcall::ObDDLLocalBuildArg	yes
src/storage/ob_storage_schema	src/storage/ob_storage_schema.cpp,src/storage/ob_storage_schema.h	1511	oceanbase::storage::ObStorageSchema	yes
src/storage/ob_storage_schema_recorder	src/storage/ob_storage_schema_recorder.cpp,src/storage/ob_storage_schema_recorder.h	469	oceanbase::storage::ObStorageSchemaRecorder	yes
src/storage/ob_storage_schema_util	src/storage/ob_storage_schema_util.cpp,src/storage/ob_storage_schema_util.h	176	oceanbase::storage::ObStorageSchemaUtil	yes
src/storage/ob_storage_struct	src/storage/ob_storage_struct.cpp,src/storage/ob_storage_struct.h	932	oceanbase::storage::ObGetMergeTablesResult	yes
src/storage/ob_storage_table_guard	src/storage/ob_storage_table_guard.cpp,src/storage/ob_storage_table_guard.h	604	oceanbase::storage::ObStorageTableGuard	yes
src/storage/ob_storage_util	src/storage/ob_storage_util.cpp,src/storage/ob_storage_util.h	596	-	yes
src/storage/ob_store_row_comparer	src/storage/ob_store_row_comparer.h	94	ObStoreRowComparer	yes
src/storage/ob_super_block_struct	src/storage/ob_super_block_struct.cpp,src/storage/ob_super_block_struct.h	758	oceanbase::storage::ObServerRuntimeSuperBlock	yes
src/storage/ob_sync_tablet_seq_clog	src/storage/ob_sync_tablet_seq_clog.cpp,src/storage/ob_sync_tablet_seq_clog.h	225	oceanbase::storage::ObSyncTabletSeqMdsLogCb	yes
src/storage/ob_table_dml_param	src/data_plane/api/data_plane/access/ob_dml_table_plan.h,src/storage/access/ob_dml_table_plan_access.h,src/storage/ob_table_dml_param.cpp,src/storage/ob_table_dml_param.h	1687	oceanbase::share::schema::ObTableDMLParam	yes
src/storage/ob_table_store_stat_mgr	src/storage/ob_table_store_stat_mgr.cpp,src/storage/ob_table_store_stat_mgr.h	301	oceanbase::storage::ObTableStoreStatIterator	yes
src/storage/ob_tablet_autoinc_seq_service	src/storage/ob_tablet_autoinc_seq_service.cpp,src/storage/ob_tablet_autoinc_seq_service.h	501	oceanbase::storage::ObTabletAutoincSeqService	yes
src/storage/ob_tablet_autoincrement_service	src/storage/ob_tablet_autoincrement_service.cpp,src/storage/ob_tablet_autoincrement_service.h	732	oceanbase::share::ObTabletAutoincrementService	yes
src/storage/ob_tablet_local_status	src/standby/restore/ob_standby_restore_tablet_status.h,src/storage/ob_tablet_local_status.cpp,src/storage/ob_tablet_local_status.h	500	oceanbase::storage::ObTabletLocalStatus	yes
src/storage/ob_tablet_stat_mgr	src/storage/ob_tablet_stat_mgr.cpp,src/storage/ob_tablet_stat_mgr.h	1442	oceanbase::storage::ObTabletStatMgr	yes
src/storage/ob_value_row_iterator	src/storage/ob_value_row_iterator.cpp,src/storage/ob_value_row_iterator.h	547	oceanbase::storage::ObValueRowIterator	yes
src/storage/retrieval/ob_block_max_iter	src/storage/retrieval/ob_block_max_iter.cpp,src/storage/retrieval/ob_block_max_iter.h	678	oceanbase::storage::ObBlockMaxScoreIterator	yes
src/storage/retrieval/ob_block_stat_collector	src/storage/retrieval/ob_block_stat_collector.cpp,src/storage/retrieval/ob_block_stat_collector.h	622	oceanbase::storage::ObBlockStatCollector	yes
src/storage/retrieval/ob_block_stat_iter	src/storage/retrieval/ob_block_stat_iter.cpp,src/storage/retrieval/ob_block_stat_iter.h	1090	oceanbase::storage::ObBlockStatIterator	yes
src/storage/retrieval/ob_i_sparse_retrieval_iter	src/storage/retrieval/ob_i_sparse_retrieval_iter.h	169	oceanbase::storage::ObISparseRetrievalDimIter	yes
src/storage/retrieval/ob_inv_idx_param_estimator	src/storage/retrieval/ob_inv_idx_param_estimator.cpp,src/storage/retrieval/ob_inv_idx_param_estimator.h	347	oceanbase::storage::ObBM25ParamEstimator	yes
src/storage/retrieval/ob_retrieval_program	src/data_plane/api/data_plane/retrieval/ob_retrieval_program.h,src/data_plane/api/data_plane/retrieval/ob_retrieval_program_spi.h,src/storage/retrieval/ob_retrieval_program.cpp	1279	oceanbase::data_plane::ObRetrievalProgram	yes
src/storage/retrieval/ob_sparse_bmw_iter	src/storage/retrieval/ob_sparse_bmw_iter.cpp,src/storage/retrieval/ob_sparse_bmw_iter.h	768	oceanbase::storage::ObSRBMWIterImpl	yes
src/storage/retrieval/ob_sparse_daat_iter	src/storage/retrieval/ob_sparse_daat_iter.cpp,src/storage/retrieval/ob_sparse_daat_iter.h	591	oceanbase::storage::ObSRDaaTIterImpl	yes
src/storage/retrieval/ob_sparse_lookup_iter	src/storage/retrieval/ob_sparse_lookup_iter.cpp,src/storage/retrieval/ob_sparse_lookup_iter.h	483	oceanbase::storage::ObSRHashLookupIter	yes
src/storage/retrieval/ob_sparse_retrieval_factory	src/data_plane/api/data_plane/retrieval/ob_sparse_retrieval.h,src/storage/retrieval/ob_sparse_retrieval_factory.cpp	1535	oceanbase::data_plane::ObSparseRetrievalFactory	yes
src/storage/retrieval/ob_sparse_retrieval_util	src/storage/retrieval/ob_sparse_retrieval_util.h	90	oceanbase::storage::ObDomainIdCmp	yes
src/storage/retrieval/ob_sparse_taat_iter	src/storage/retrieval/ob_sparse_taat_iter.cpp,src/storage/retrieval/ob_sparse_taat_iter.h	573	oceanbase::storage::ObSRTaaTIterImpl	yes
src/storage/retrieval/ob_sparse_utils	src/storage/retrieval/ob_sparse_utils.cpp,src/storage/retrieval/ob_sparse_utils.h	207	oceanbase::storage::ObSRDaaTBooleanRelevanceCollector	yes
src/storage/retrieval/ob_spiv_daat_iter	src/storage/retrieval/ob_spiv_daat_iter.cpp,src/storage/retrieval/ob_spiv_daat_iter.h	694	oceanbase::storage::ObSPIVDaaTIter	yes
src/storage/retrieval/ob_spiv_dim_iter	src/storage/retrieval/ob_spiv_dim_iter.cpp,src/storage/retrieval/ob_spiv_dim_iter.h	697	oceanbase::storage::ObSPIVBlockMaxDimIter	yes
src/storage/retrieval/ob_text_daat_iter	src/storage/retrieval/ob_text_daat_iter.cpp,src/storage/retrieval/ob_text_daat_iter.h	248	oceanbase::storage::ObTextDaaTIter	yes
src/storage/retrieval/ob_text_retrieval_token_iter	src/storage/retrieval/ob_text_retrieval_token_iter.cpp,src/storage/retrieval/ob_text_retrieval_token_iter.h	1040	oceanbase::storage::ObTextRetrievalTokenIter	yes
src/storage/retrieval/ob_text_taat_iter	src/storage/retrieval/ob_text_taat_iter.cpp,src/storage/retrieval/ob_text_taat_iter.h	176	oceanbase::storage::ObTextTaaTIter	yes
src/storage/scheduler/ob_dag_scheduler	src/data_plane/api/data_plane/scheduler/ob_dag_scheduler.h,src/storage/scheduler/ob_dag_scheduler.cpp	6413	oceanbase::share::ObDagScheduler	yes
